"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
580,"INMB",0.97,0.14,-4.28%,11.47%,13.35%,-40.88%,60.55%,51.34,1.75,-1.13%,-1.13%,0.00%,225756
581,"INMD",1.88,0.32,0.03%,5.35%,5.46%,-9.56%,19.03%,54.98,15.14,0.30%,0.33%,-0.03%,472629
582,"INN",1.24,0.23,2.15%,6.90%,31.06%,-4.04%,73.08%,56.07,6.88,-0.29%,-0.72%,0.43%,867521
583,"INOD",2.94,5.05,-1.01%,-23.77%,1.33%,-49.79%,83.55%,43.98,62.83,4.59%,1.14%,3.41%,1281625
584,"INSE",1.23,0.37,-0.76%,-7.86%,-12.76%,-30.85%,12.79%,44.78,6.88,0.73%,0.73%,0.00%,71286
585,"INSG",1.72,0.56,-7.47%,-28.67%,-40.81%,-67.90%,13.02%,35.86,7.03,3.23%,1.74%,1.47%,211895
586,"INSM",0.81,4.15,-9.05%,-5.99%,-33.20%,-53.65%,9.08%,34.14,98.60,-2.85%,-2.62%,-0.24%,2902595
587,"INSP",0.70,2.36,-1.12%,9.27%,-26.99%,-65.85%,29.04%,53.31,50.21,0.38%,0.58%,-0.20%,672313
588,"INTA",0.40,1.73,13.60%,28.73%,6.07%,-31.80%,71.96%,71.26,32.69,1.93%,3.68%,-1.68%,831023
589,"INVX",0.84,1.10,8.61%,5.24%,13.44%,-12.93%,80.72%,63.47,28.08,5.72%,4.46%,1.20%,429551
590,"INVZ",1.53,0.06,-27.75%,-33.29%,-55.54%,-83.11%,14.40%,33.50,0.43,1.85%,-2.50%,4.46%,3466244
591,"IONQ",3.30,3.28,-3.83%,-28.07%,-21.29%,-56.95%,40.75%,41.19,36.44,1.87%,-0.14%,2.01%,18218492
592,"IOSP",0.91,1.98,2.68%,3.80%,9.99%,-6.69%,31.25%,60.30,85.98,-0.10%,0.81%,-0.91%,205534
593,"IOVA",0.69,0.39,-12.00%,-5.10%,23.41%,-27.84%,131.25%,41.54,4.07,-13.22%,-8.13%,-5.54%,19974537
594,"IPAR",1.12,4.12,2.07%,15.30%,30.44%,-3.67%,61.31%,63.12,124.55,-0.81%,-0.09%,-0.72%,268860
595,"IPGP",0.98,6.37,-13.06%,-21.06%,-16.56%,-45.41%,19.22%,35.62,85.06,0.19%,-4.00%,4.36%,408814
596,"IPI",1.24,1.34,-2.10%,-4.17%,0.33%,-32.54%,50.60%,43.91,33.96,-3.85%,-3.85%,0.00%,140652
597,"IQMX",0.45,0.81,-13.51%,-12.29%,-7.29%,-34.44%,2.91%,39.25,9.90,-6.52%,-6.78%,0.28%,368309
598,"IRM",1.22,4.59,-0.15%,-2.39%,14.26%,-9.18%,57.28%,46.78,122.32,-1.86%,-3.13%,1.31%,2939768
599,"IRT",0.95,0.36,-0.39%,0.11%,1.14%,-8.55%,13.90%,49.85,16.63,-0.36%,0.18%,-0.54%,2833679
600,"IRTC",1.30,5.23,1.33%,2.87%,-17.30%,-44.73%,16.19%,52.98,117.17,-1.60%,-0.27%,-1.34%,469835
601,"IRWD",0.22,0.25,4.38%,10.00%,15.79%,-26.82%,491.61%,57.43,4.23,13.40%,7.63%,5.36%,3583359
602,"IT",0.92,8.14,7.01%,3.74%,-17.96%,-56.29%,21.55%,55.54,151.02,-1.24%,1.64%,-2.83%,1406435
603,"ITGR",0.63,4.20,24.37%,29.22%,42.57%,8.23%,95.50%,83.47,121.21,20.18%,20.16%,0.01%,2610340
604,"ITT",1.27,5.87,1.47%,1.49%,2.46%,-13.00%,24.30%,52.87,195.98,1.54%,0.14%,1.40%,667033
605,"ITUB",0.56,0.18,1.25%,4.77%,5.65%,-11.88%,41.00%,56.22,8.46,0.24%,-0.47%,0.71%,10878927
606,"IVT",-6.06,0.76,-1.24%,1.62%,13.95%,-4.86%,32.08%,48.25,35.41,0.60%,-0.31%,0.91%,728922
607,"J",0.68,3.77,2.77%,7.45%,0.71%,-19.89%,27.68%,58.26,134.93,1.64%,2.75%,-1.08%,747192
608,"JAN",,0.94,0.20%,7.76%,13.10%,-7.98%,32.73%,55.18,30.21,-0.63%,0.40%,-1.02%,1062016
609,"JAZZ",0.32,6.99,1.73%,5.59%,32.14%,-3.23%,140.82%,57.78,252.86,-2.14%,-2.03%,-0.11%,572977
610,"JBGS",1.04,0.41,-3.62%,-3.75%,-13.04%,-42.18%,2.48%,40.27,14.05,-0.21%,-1.06%,0.85%,498329
611,"JBTM",0.94,4.74,0.15%,3.11%,-1.28%,-18.64%,21.82%,51.69,138.47,-1.35%,-1.61%,0.26%,453245
612,"JELD",2.11,0.13,17.31%,-7.21%,-33.13%,-79.64%,53.51%,56.91,1.42,4.41%,5.19%,-0.74%,719004
613,"JHX",1.77,0.96,2.51%,7.03%,19.65%,-11.85%,59.72%,55.90,26.29,-0.68%,-1.24%,0.57%,5702159
614,"JJSF",0.39,2.55,-0.50%,0.58%,-8.60%,-40.81%,11.08%,49.13,76.50,-0.47%,0.10%,-0.57%,154490
615,"JOBY",2.74,0.53,-5.48%,-20.88%,-37.25%,-65.87%,7.84%,40.75,7.15,-1.24%,-2.72%,1.52%,33551729
616,"JOUT",0.80,1.53,2.81%,3.26%,3.53%,-12.38%,47.61%,55.80,46.91,-0.32%,-0.76%,0.45%,161414
617,"JXN",1.30,3.44,2.41%,9.41%,13.20%,-3.48%,47.95%,59.26,122.28,0.31%,-0.67%,0.99%,462066
618,"JYNT",1.10,0.37,-5.40%,-6.11%,-5.74%,-27.53%,10.53%,39.96,8.29,-0.96%,-0.96%,0.00%,24333
619,"KAI",1.20,12.01,0.77%,0.39%,0.52%,-14.02%,25.58%,50.50,307.50,-0.09%,-0.69%,0.60%,96780
620,"KD",1.70,0.66,9.52%,13.18%,-24.44%,-64.84%,34.16%,63.80,13.55,0.30%,1.88%,-1.55%,3403592
621,"KDK",0.48,0.28,-3.50%,-22.39%,-43.45%,-61.98%,9.57%,38.53,4.35,3.08%,2.11%,0.95%,880871
622,"KDP",0.41,0.83,1.00%,0.49%,8.72%,-13.40%,25.11%,51.71,31.12,-1.43%,0.01%,-1.44%,11457433
623,"KELYA",0.81,0.57,0.91%,15.09%,42.52%,-10.06%,85.96%,56.99,14.84,-1.20%,-0.07%,-1.13%,585638
624,"KGS",0.94,3.32,-8.44%,-13.10%,11.31%,-24.42%,95.30%,38.13,58.71,0.77%,-1.18%,1.97%,1822932
625,"KHC",0.06,0.78,0.50%,5.70%,7.86%,-8.01%,22.89%,53.32,25.85,-2.01%,-0.65%,-1.36%,13034714
626,"KIDS",0.98,0.98,2.05%,6.62%,14.14%,-11.43%,40.01%,56.95,20.19,0.40%,0.35%,0.05%,114945
627,"KIM",0.97,0.44,-0.56%,1.51%,12.45%,-4.37%,28.95%,48.93,25.48,-0.12%,-0.12%,0.00%,8446854
628,"KINS",0.44,0.72,0.03%,11.78%,23.24%,-3.94%,52.68%,57.03,19.97,-1.29%,-1.14%,-0.15%,63785
629,"KLIC",1.70,8.55,-12.80%,-18.19%,22.27%,-34.32%,184.80%,37.97,89.20,1.00%,-3.52%,4.68%,1493864
630,"KLTR",1.15,0.07,1.46%,-1.32%,-4.94%,-31.84%,29.86%,50.06,1.37,0.00%,0.00%,0.00%,146763
631,"KMB",0.28,2.90,-0.70%,3.77%,5.48%,-20.48%,18.28%,51.46,109.31,-0.80%,0.34%,-1.13%,4521478
632,"KMPR",1.03,1.21,-1.63%,4.62%,-16.79%,-54.56%,25.08%,49.75,28.38,-2.51%,-1.01%,-1.51%,696972
633,"KMT",1.36,1.33,-0.70%,-1.37%,1.78%,-22.46%,92.79%,46.96,33.97,1.95%,0.27%,1.68%,851148
634,"KNF",0.57,3.40,-7.66%,-8.38%,-6.53%,-24.00%,24.61%,35.83,73.17,0.16%,0.84%,-0.67%,509866
635,"KNTK",0.56,1.41,1.42%,4.63%,17.36%,-3.75%,61.41%,55.18,50.57,1.10%,1.04%,0.06%,754412
636,"KODK",1.57,0.36,3.62%,-6.48%,-3.69%,-43.51%,70.04%,48.24,8.40,0.36%,-0.12%,0.48%,818022
637,"KOP",1.24,1.85,0.31%,8.42%,36.30%,-6.18%,96.08%,57.04,49.02,0.08%,1.26%,-1.16%,145891
638,"KOS",0.72,0.18,12.62%,6.21%,31.88%,-19.46%,221.73%,57.72,2.69,5.08%,4.26%,0.78%,16411551
639,"KPLT",1.51,0.45,-9.28%,-3.84%,-10.36%,-73.79%,16.00%,39.45,6.38,0.79%,-4.13%,5.13%,5065
640,"KRMD",0.44,0.20,-1.06%,-0.22%,-10.53%,-37.80%,28.44%,50.18,4.11,0.00%,-0.72%,0.73%,124220
641,"KRMN",0.58,3.37,-0.27%,-5.80%,-35.49%,-59.33%,10.23%,48.02,48.15,1.97%,-1.47%,3.49%,1949901
642,"KRO",0.98,0.34,-4.95%,-8.60%,2.80%,-23.70%,47.55%,40.68,6.02,-3.37%,-2.90%,-0.48%,347512
643,"KRP",0.29,0.29,0.85%,0.37%,7.57%,-5.25%,32.36%,52.96,14.97,1.42%,1.29%,0.14%,646916
644,"KRT",0.79,1.27,7.31%,23.35%,48.79%,-4.40%,95.24%,74.21,40.24,0.02%,0.17%,-0.15%,141937
645,"KRYS",0.52,15.81,-3.51%,1.11%,25.43%,-10.83%,161.39%,46.95,341.12,-7.01%,-6.46%,-0.60%,488645
646,"KTOS",1.09,3.19,-3.41%,-11.73%,-37.99%,-65.22%,8.15%,44.15,46.60,0.93%,0.91%,0.02%,2334898
647,"KVUE",0.43,0.43,-0.02%,3.84%,9.81%,-13.66%,37.23%,53.24,19.24,-0.36%,0.26%,-0.62%,22744668
648,"KVYO",0.48,1.12,2.21%,12.09%,-16.66%,-51.47%,42.38%,55.05,17.84,-2.78%,-0.39%,-2.40%,5770664
649,"KYMR",1.95,5.38,-7.70%,5.44%,25.84%,-20.49%,182.13%,44.54,103.40,-3.37%,-2.68%,-0.71%,511843
650,"L",0.52,2.21,0.13%,4.05%,7.97%,-4.13%,29.88%,54.71,116.01,-0.31%,0.29%,-0.59%,840385
651,"LAB",1.38,0.07,0.50%,-4.70%,-23.07%,-49.53%,23.49%,50.43,0.87,-3.27%,-1.88%,-1.42%,1258263
652,"LAMR",1.21,3.25,-0.04%,2.82%,16.83%,-3.83%,41.01%,53.48,159.96,-0.43%,-0.42%,-0.01%,546117
653,"LASR",2.32,6.22,1.44%,-0.15%,25.29%,-20.87%,254.64%,51.18,68.80,4.70%,-1.49%,6.29%,816318
654,"LAW",1.90,0.26,-1.56%,1.99%,-23.87%,-57.19%,59.18%,49.88,3.90,-1.52%,0.00%,-1.52%,168590
655,"LB",0.10,3.35,0.83%,6.70%,18.79%,-9.44%,77.19%,57.23,77.52,1.33%,0.16%,1.18%,258457
656,"LBRDA",0.64,1.78,8.89%,6.78%,-23.70%,-47.92%,30.30%,59.74,34.06,2.19%,3.53%,-1.29%,200550
657,"LBRDK",0.64,1.81,8.72%,6.59%,-23.93%,-48.21%,29.68%,59.50,34.04,2.04%,2.84%,-0.78%,1413659
658,"LCID",0.81,0.84,12.18%,22.17%,-26.03%,-70.83%,211.39%,56.92,7.38,-9.11%,-8.66%,-0.49%,9239166
659,"LCII",1.18,3.74,-1.98%,0.64%,-12.72%,-35.89%,21.38%,47.52,102.36,-0.28%,-0.35%,0.07%,187080
660,"LCLN",,1.23,-6.85%,-10.05%,-10.05%,-17.79%,3.48%,36.80,20.80,1.76%,0.53%,1.22%,523499
661,"LCTX",1.54,0.06,-7.46%,-11.84%,-30.29%,-48.33%,14.16%,39.45,1.08,-2.70%,-2.70%,0.00%,948857
662,"LCUT",0.98,0.54,-0.84%,-2.75%,52.43%,-14.59%,188.62%,48.36,8.37,-0.36%,-0.12%,-0.24%,148878
663,"LDI",3.08,0.07,-8.24%,-15.00%,-48.82%,-80.57%,5.90%,35.79,0.98,-1.88%,-1.88%,0.00%,6029217
664,"LDOS",0.53,3.93,5.49%,1.41%,-27.69%,-43.82%,16.93%,57.51,115.60,2.84%,4.01%,-1.13%,1181291
665,"LEE",0.36,0.63,-4.19%,-15.02%,10.62%,-34.93%,131.44%,41.08,7.73,1.18%,2.25%,-1.05%,58795
666,"LEG",0.75,0.44,-9.55%,-8.62%,-8.47%,-24.62%,24.68%,34.30,9.80,-2.20%,-2.78%,0.60%,1619316
667,"LEGH",0.78,0.91,-0.14%,3.94%,18.74%,-10.83%,43.61%,53.15,26.26,0.04%,0.04%,0.00%,154646
668,"LEU",1.37,12.18,6.53%,3.91%,-23.11%,-61.89%,24.48%,54.33,176.93,0.10%,-1.43%,1.55%,629067
669,"LFCR",1.09,0.26,-4.13%,-12.27%,-29.17%,-50.78%,21.93%,39.08,4.42,1.38%,2.31%,-0.92%,78467
670,"LFMD",2.02,0.29,-17.32%,-21.08%,-15.62%,-72.48%,36.72%,31.77,3.50,-3.85%,-3.31%,-0.55%,573084
671,"LFST",1.13,0.40,-4.34%,9.72%,41.33%,-10.88%,180.21%,49.09,10.48,-2.42%,-2.06%,-0.37%,2524965
672,"LGIH",1.83,2.89,-6.69%,-1.83%,11.45%,-21.48%,62.65%,42.26,54.57,-4.46%,-4.21%,-0.26%,527149
673,"LGND",1.17,11.70,-5.29%,4.01%,30.56%,-11.97%,121.95%,45.91,287.54,-2.95%,-2.48%,-0.49%,272286
674,"LIDR",2.83,0.08,-7.20%,-24.03%,-41.05%,-71.50%,12.87%,37.82,1.14,3.64%,0.00%,3.64%,657201
675,"LIFE",,1.43,6.31%,11.01%,26.46%,-37.17%,116.08%,58.97,20.42,0.74%,2.61%,-1.83%,1020447
676,"LILA",0.66,0.35,7.20%,24.81%,43.18%,-4.90%,78.07%,65.52,8.15,0.62%,1.62%,-0.99%,512296
677,"LILAK",0.64,0.34,7.10%,23.90%,40.48%,-4.50%,75.28%,65.66,8.07,1.00%,1.64%,-0.63%,1123734
678,"LIME",,1.60,12.24%,12.56%,12.56%,1.90%,23.74%,65.70,29.54,7.03%,5.84%,1.12%,337649
679,"LIND",2.24,1.18,7.93%,16.95%,60.26%,-2.81%,160.17%,66.73,29.58,-0.70%,-0.34%,-0.37%,597665
680,"LINE",0.88,1.43,-2.08%,-1.37%,10.71%,-7.39%,35.24%,47.31,42.37,-1.12%,-1.49%,0.37%,835767
681,"LION",0.16,0.55,-1.97%,-5.90%,28.71%,-20.48%,135.04%,43.38,13.28,-0.75%,-0.97%,0.22%,1145966
682,"LIVN",0.86,2.31,-0.98%,1.71%,20.58%,-6.02%,95.39%,50.38,80.14,-1.12%,-0.52%,-0.60%,514696
683,"LLY",0.51,36.38,-3.03%,0.13%,12.10%,-8.05%,84.17%,45.78,1148.84,-0.53%,0.03%,-0.56%,2884741
684,"LMAT",0.52,3.64,0.24%,4.19%,5.98%,-14.14%,28.25%,53.37,101.32,-0.85%,-0.02%,-0.83%,234188
685,"LMB",1.45,3.87,-3.69%,-7.15%,-12.43%,-49.21%,10.17%,43.68,71.70,2.58%,2.33%,0.24%,174639
686,"LNG",-0.01,7.84,1.13%,7.09%,13.16%,-12.40%,41.55%,56.61,263.57,2.14%,2.48%,-0.34%,1270945
687,"LNTH",-0.03,3.84,-4.48%,-3.76%,26.86%,-10.92%,110.88%,42.45,99.64,-1.35%,-1.38%,0.03%,1022031
688,"LOAR",0.60,3.03,-4.20%,-1.88%,0.58%,-17.96%,28.79%,42.83,68.45,0.31%,-1.21%,1.54%,356243
689,"LOCO",0.79,0.45,0.84%,5.32%,30.43%,-5.40%,83.19%,55.70,16.46,-0.12%,0.00%,-0.12%,172600
690,"LOMA",0.67,0.49,-0.06%,-1.00%,1.83%,-13.03%,63.07%,49.03,11.48,-3.12%,-3.12%,0.00%,275072
691,"LPG",0.72,1.79,13.08%,15.98%,47.89%,0.77%,113.83%,72.07,47.42,2.55%,1.54%,0.99%,612904
692,"LPX",1.61,3.06,-1.58%,-2.91%,-9.16%,-29.58%,9.54%,46.26,72.43,0.72%,0.98%,-0.25%,919451
693,"LQDT",1.10,1.15,0.62%,3.06%,21.17%,-5.57%,79.88%,53.61,38.98,2.12%,2.31%,-0.18%,163854
694,"LRN",0.12,4.46,-9.02%,-10.61%,-6.14%,-53.09%,32.46%,39.44,80.29,-3.35%,-3.44%,0.10%,2196089
695,"LSCC",1.81,9.13,-4.19%,-10.49%,22.74%,-20.85%,167.65%,44.67,124.27,-0.21%,-6.05%,6.22%,1433246
696,"LTBR",2.17,0.64,3.03%,-10.43%,-40.07%,-73.70%,19.08%,48.51,8.24,-2.37%,-3.17%,0.83%,4326893
697,"LTC",0.56,0.85,-1.28%,3.99%,7.57%,-6.42%,19.62%,49.50,40.24,-0.15%,0.00%,-0.15%,547573
698,"LUMN",1.81,0.37,-1.25%,-19.37%,-20.97%,-46.61%,89.32%,39.49,6.38,-2.74%,-4.20%,1.52%,10488025
699,"LXRX",1.08,0.14,1.23%,6.00%,38.15%,-13.81%,128.53%,53.18,2.31,-1.28%,-0.43%,-0.85%,2767972
700,"LYFT",1.80,0.68,3.24%,8.58%,-3.58%,-37.90%,27.29%,59.34,15.86,1.99%,1.41%,0.58%,9565291
701,"LZ",1.26,0.40,4.35%,18.27%,1.43%,-36.53%,50.77%,60.06,7.87,0.13%,1.81%,-1.65%,1864981
702,"MAC",2.08,0.64,1.43%,5.40%,26.64%,-3.13%,62.14%,56.10,25.84,1.45%,0.27%,1.18%,3625383
703,"MAGN",1.75,0.59,-0.18%,7.33%,10.82%,-14.65%,69.55%,52.82,13.25,-0.60%,0.08%,-0.68%,386896
704,"MAIN",0.71,1.19,1.56%,4.61%,-2.67%,-18.02%,11.81%,57.53,54.41,-0.06%,-0.35%,0.29%,453833
705,"MAR",1.10,8.51,0.06%,-1.61%,11.27%,-9.28%,46.93%,48.29,372.83,-0.71%,-1.11%,0.41%,1564261
706,"MARA",5.41,1.18,-5.33%,-13.76%,-4.09%,-51.73%,69.97%,44.64,11.32,-4.23%,-5.82%,1.69%,38670715
707,"MAT",0.72,0.45,6.38%,5.80%,-11.39%,-32.87%,18.56%,61.16,15.09,-0.79%,-0.95%,0.16%,2813927
708,"MATV",0.86,0.38,8.59%,8.44%,-15.52%,-43.60%,41.49%,62.08,8.73,1.99%,2.95%,-0.93%,462504
709,"MATW",1.08,0.83,1.54%,3.80%,6.23%,-10.28%,26.42%,53.81,27.75,0.00%,0.36%,-0.36%,237704
710,"MATX",1.27,6.86,-3.15%,1.98%,29.08%,-12.20%,132.94%,46.60,202.59,-0.52%,-1.18%,0.67%,183631
711,"MBC",1.46,0.45,-5.41%,-6.36%,-18.10%,-41.98%,24.91%,42.39,8.25,1.23%,0.49%,0.74%,1607642
712,"MBGL",,1.44,-1.52%,-2.20%,-2.20%,-21.62%,15.34%,47.45,20.38,-0.49%,1.39%,-1.86%,2924749
713,"MCD",0.41,5.54,-0.05%,-1.54%,-9.94%,-20.81%,3.71%,49.02,270.64,0.82%,1.32%,-0.49%,4965197
714,"MCHP",1.76,4.38,-9.28%,-16.42%,-1.53%,-29.86%,53.11%,37.10,74.29,-0.96%,-3.62%,2.76%,11293202
715,"MCK",0.29,22.62,3.20%,8.37%,2.43%,-14.30%,34.41%,59.42,856.19,-1.08%,0.73%,-1.79%,773569
716,"MCY",0.92,2.92,-0.63%,2.55%,14.36%,-5.25%,60.91%,51.68,107.12,0.37%,1.08%,-0.70%,232634
717,"MD",0.66,0.85,0.98%,8.29%,20.02%,-5.12%,123.90%,57.05,26.51,0.11%,1.65%,-1.51%,453580
718,"MDA",0.68,2.01,-7.31%,-18.69%,5.88%,-38.73%,101.67%,40.16,30.25,-0.10%,-1.91%,1.85%,983206
719,"MDLN",,1.61,-1.52%,3.45%,-6.28%,-22.79%,19.70%,50.14,39.28,0.41%,0.72%,-0.31%,4032309
720,"MDU",0.74,0.44,-4.19%,-5.51%,-3.89%,-13.19%,26.59%,31.34,19.95,-0.10%,-1.09%,1.00%,1568446
721,"MEC",1.28,2.12,-16.68%,-19.20%,15.63%,-33.77%,112.15%,30.65,25.67,-0.85%,-2.99%,2.20%,599590
722,"MED",0.67,0.40,-4.50%,-12.00%,-12.34%,-34.94%,6.62%,39.59,9.83,-0.81%,-0.30%,-0.50%,103363
723,"MELI",1.33,54.96,2.32%,8.72%,-0.77%,-26.31%,25.62%,64.51,1877.95,-0.41%,0.21%,-0.62%,366051
724,"MERC",0.54,0.07,-1.90%,-17.70%,-58.16%,-84.70%,19.29%,44.02,0.63,7.10%,9.00%,-1.75%,721660
725,"MET",0.76,1.82,2.79%,8.66%,20.58%,-1.71%,42.77%,65.68,96.13,-0.97%,-1.01%,0.04%,5785393
726,"MFA",1.50,0.19,-2.14%,-3.10%,-5.19%,-13.77%,3.76%,40.58,9.11,-0.98%,-1.30%,0.33%,2334488
727,"MFC",0.82,0.69,3.81%,8.84%,19.83%,-0.54%,49.63%,68.84,44.44,-0.25%,-0.43%,0.18%,1824236
728,"MFIC",0.67,0.24,-1.74%,-5.20%,-13.96%,-28.34%,2.36%,40.71,9.56,-1.04%,-1.04%,0.00%,637705
729,"MGNI",2.25,0.81,-1.85%,9.55%,27.38%,-27.58%,78.37%,53.52,19.30,-0.46%,0.42%,-0.88%,1358944
730,"MGY",0.71,1.00,0.13%,-3.60%,-1.30%,-21.52%,22.05%,49.19,25.71,2.72%,2.06%,0.64%,4622313
731,"MHH",0.84,0.31,0.87%,5.97%,11.86%,-7.29%,41.09%,54.06,7.76,-2.39%,-0.13%,-2.26%,8574
732,"MIAX",,1.87,8.91%,10.84%,8.15%,-17.68%,64.30%,67.31,47.04,2.26%,2.26%,0.00%,1350616
733,"MIRM",0.52,5.32,-9.98%,-3.12%,14.53%,-18.50%,110.85%,39.41,105.95,-5.90%,-6.45%,0.59%,578735
734,"MITK",0.98,0.92,-8.32%,-4.71%,26.53%,-20.67%,95.78%,41.28,16.70,-2.17%,-2.68%,0.53%,488265
735,"MKSI",2.00,26.82,-10.73%,-14.19%,21.57%,-33.55%,236.14%,41.28,297.45,1.41%,-4.05%,5.69%,1143074
736,"MLR",1.12,1.39,1.01%,2.03%,14.19%,-4.97%,48.77%,52.21,50.30,0.74%,1.04%,-0.30%,76127
737,"MMI",1.24,0.85,-0.59%,1.83%,8.64%,-8.52%,25.87%,50.36,30.75,-1.13%,-0.45%,-0.68%,112285
738,"MMS",0.58,2.01,2.83%,2.29%,-18.39%,-39.75%,14.26%,54.67,60.25,-0.64%,0.38%,-1.02%,578174
739,"MMYT",0.97,2.94,3.21%,13.68%,-4.95%,-45.47%,74.32%,58.75,56.95,-0.23%,0.05%,-0.28%,794859
740,"MNKD",1.12,0.23,-3.06%,1.36%,-9.76%,-39.94%,75.34%,48.50,3.91,-4.87%,-4.40%,-0.49%,5404120
741,"MNST",0.52,2.10,-0.15%,3.11%,19.59%,-3.95%,65.91%,53.09,96.38,-1.30%,-1.05%,-0.26%,3882564
742,"MNTK",0.55,0.12,0.48%,3.20%,5.50%,-33.46%,59.81%,50.70,1.71,-6.56%,-6.04%,-0.55%,151814
743,"MNTN",0.68,0.62,-5.09%,-1.10%,-14.47%,-71.19%,20.21%,47.70,9.22,-0.11%,0.88%,-0.98%,654305
744,"MOS",0.82,0.87,-0.10%,-0.24%,-11.72%,-40.21%,11.75%,48.86,22.12,-2.85%,-2.34%,-0.53%,11169841
745,"MP",1.90,3.00,-11.04%,-24.28%,-30.13%,-58.73%,9.42%,35.87,41.37,-0.70%,-2.06%,1.39%,7838805
746,"MPC",0.50,8.88,4.95%,15.48%,42.68%,-3.20%,100.30%,68.74,316.47,0.76%,0.05%,0.71%,1688683
747,"MPLX",0.45,1.07,1.81%,3.16%,5.54%,-2.58%,22.28%,58.02,58.45,1.46%,0.90%,0.56%,1202554
748,"MQ",1.30,0.69,2.15%,6.38%,0.41%,-38.35%,17.30%,53.53,17.36,-1.64%,-1.64%,0.00%,814076
749,"MRAM",1.97,1.92,-9.29%,-34.18%,-0.89%,-71.79%,152.29%,38.75,14.53,0.48%,-4.16%,4.84%,990995
750,"MRK",0.21,3.28,2.26%,5.98%,16.68%,-3.59%,67.93%,58.58,130.20,0.32%,0.99%,-0.67%,7738763
751,"MRP",0.31,0.62,-1.76%,-2.36%,-6.39%,-22.28%,6.39%,42.80,27.98,-0.85%,-0.85%,0.00%,1072333
752,"MRVI",0.63,0.34,-0.71%,14.22%,63.09%,-11.69%,230.15%,54.08,6.57,-2.67%,-2.81%,0.15%,1087353
753,"MSDL",0.62,0.33,-4.37%,-4.46%,-7.35%,-23.27%,6.95%,36.74,14.61,-1.35%,-1.28%,-0.07%,632611
754,"MSI",0.88,10.61,3.94%,5.79%,4.75%,-11.47%,21.26%,62.50,435.75,1.14%,2.10%,-0.93%,708949
755,"MSIF",0.40,0.32,-1.30%,-3.72%,-11.43%,-28.92%,3.61%,44.76,11.19,-0.27%,0.90%,-1.16%,218523
756,"MTCH",1.29,1.09,1.42%,6.42%,16.68%,-3.95%,36.79%,58.32,39.41,0.25%,0.61%,-0.36%,2272023
757,"MTDR",0.76,2.01,-2.92%,-4.64%,-0.18%,-25.36%,34.33%,45.87,49.89,3.27%,2.55%,0.70%,1242004
758,"MTRN",1.08,15.23,-12.29%,-13.55%,24.08%,-29.45%,110.84%,38.24,210.84,1.31%,-1.51%,2.87%,734404
759,"MTSI",1.72,20.63,-10.55%,-25.40%,1.64%,-39.98%,112.80%,35.71,251.44,1.10%,-3.40%,4.66%,1294431
760,"MTUS",1.36,0.79,2.26%,2.77%,9.93%,-7.44%,41.79%,53.64,20.12,1.41%,2.18%,-0.76%,546826
761,"MTW",1.72,0.59,4.08%,7.67%,9.41%,-10.99%,52.37%,55.32,13.85,0.14%,-0.93%,1.08%,265535
762,"MUR",0.49,1.43,9.57%,9.13%,15.40%,-8.31%,81.79%,62.22,39.74,4.00%,3.30%,0.68%,1792131
763,"MUSA",0.27,21.20,0.50%,6.30%,29.15%,-4.45%,76.04%,54.98,607.76,-1.35%,-1.37%,0.02%,219073
764,"MVIS",1.27,0.04,-15.00%,-30.82%,-62.91%,-82.73%,15.60%,38.67,0.27,8.75%,6.61%,2.00%,4078157
765,"MWA",1.03,0.65,0.61%,-0.69%,-4.00%,-18.58%,10.99%,49.39,25.24,1.16%,0.44%,0.72%,1569909
766,"MYO",1.50,0.10,-2.89%,-9.80%,8.98%,-50.00%,66.94%,47.69,1.01,1.00%,-0.98%,2.00%,330543
767,"NAGE",2.09,0.16,1.15%,-1.52%,-34.21%,-69.88%,9.15%,50.78,3.40,2.41%,2.41%,0.00%,648544
768,"NATL",0.56,0.73,1.14%,4.32%,12.82%,-3.03%,61.81%,59.59,47.03,0.30%,0.79%,-0.49%,591768
769,"NATR",0.88,0.72,-3.53%,-3.44%,-9.57%,-28.39%,55.32%,40.35,20.15,-0.69%,-0.49%,-0.20%,97793
770,"NAVI",1.20,0.31,-0.88%,1.05%,-15.83%,-39.51%,14.46%,48.23,8.39,-0.71%,-0.24%,-0.47%,765246
771,"NC",0.46,1.43,0.02%,-4.14%,-4.08%,-20.23%,33.78%,45.29,47.40,0.47%,1.91%,-1.42%,13118
772,"NCDL",0.60,0.35,-3.50%,-4.14%,-10.18%,-26.43%,1.41%,40.46,12.12,-0.57%,-0.41%,-0.16%,258688
773,"NET",1.64,14.31,3.15%,11.97%,30.80%,-4.13%,75.65%,61.63,278.98,-1.56%,-2.08%,0.54%,3701596
774,"NEWT",1.35,0.50,0.91%,4.47%,18.02%,-5.48%,54.64%,54.91,14.83,1.37%,0.88%,0.48%,140483
775,"NEXA",0.93,0.85,-1.21%,-4.08%,16.68%,-23.13%,181.75%,48.95,12.85,-2.36%,0.00%,-2.36%,373256
